建築物名稱,轄管分局,地址_縣市別代碼,地址_行政區域代碼,里別,地址_鄰,地址_路,地址_非路,地址_街,地址_段,地址_巷,地址_弄,地址_衖,地址_號,地址_之號,地址_樓,地址_其他,地下樓層數,可容納人數,緯度,經度,備註
宜誠玓瓅社區大樓,桃園分局,68000,68000010,中成里,14,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,518,N/A,N/A,N/A,1、2、3,2246,25.001522,121.294707,N/A
樂活資產管理有限公司,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光一街,N/A,N/A,N/A,N/A,61,N/A,N/A,N/A,1,262,24.99911,121.294106,N/A
昭揚湛社區大樓,桃園分局,68000,68000010,龍安里,3,N/A,N/A,國強十三街,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,1、2,910,24.991972,121.275067,N/A
潤蓬企業有限公司,桃園分局,68000,68000010,汴洲里,1,N/A,N/A,水岸七街,N/A,N/A,N/A,N/A,66,N/A,N/A,N/A,1,168,25.030792,121.295636,N/A
印象綠裔社區大樓,桃園分局,68000,68000010,文中里,3,文中二路,N/A,N/A,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,1,307,24.996386,121.289693,N/A
中路一號社會住宅,桃園分局,68000,68000010,中埔里,6,N/A,N/A,崇法街,N/A,N/A,N/A,N/A,8,4,N/A,N/A,1、2、3,1365,25.007925,121.287948,N/A
秉坤婦幼醫院,桃園分局,68000,68000010,中成里,6,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,959,N/A,N/A,N/A,1、2、3,1109,25.008322,121.303303,N/A
丰格109社區大樓,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光二街,N/A,N/A,N/A,N/A,209,N/A,N/A,N/A,1、2、3,1451,24.999848,121.290789,N/A
福鄉至美社區大樓,桃園分局,68000,68000010,文中里,3,文中一路,N/A,N/A,N/A,95,N/A,N/A,2,N/A,N/A,N/A,1、2、3,1500,24.997982,121.292844,N/A
翫寶龍社區大樓,桃園分局,68000,68000010,中成里,12,永安路,N/A,N/A,N/A,N/A,N/A,N/A,617,N/A,N/A,N/A,1、2、3,816,25.005861,121.294387,N/A
定泰清溪翫社區大樓,桃園分局,68000,68000010,青溪里,16,日光路,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,1、2、3、4,1385,25.003058,121.310792,N/A
檜樂集社區大樓,桃園分局,68000,68000010,青溪里,16,青溪一路,N/A,N/A,N/A,100,N/A,N/A,68,N/A,N/A,N/A,1、2、3、4,1205,25.001659,121.312645,N/A
公寓,桃園分局,68000,68000010,永興里,6,民權路,N/A,N/A,N/A,N/A,N/A,N/A,196,N/A,N/A,N/A,1,138,24.997531,121.307716,N/A
麗晶花園廣場社區大樓,桃園分局,68000,68000010,同安里,26,N/A,N/A,藝文一街,N/A,N/A,N/A,N/A,62,N/A,N/A,N/A,1、2、3、4,3440,25.015371,121.300891,N/A
京璽社區大樓,桃園分局,68000,68000010,武陵里,12,大同路,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,1、2、3,469,24.990604,121.31525,N/A
遠雄金融中心大樓,桃園分局,68000,68000010,汴洲里,1,經國路,N/A,N/A,N/A,N/A,N/A,N/A,839,N/A,N/A,N/A,1、2、3、4,1379,25.029618,121.300384,N/A
禾林山知間社區大樓,桃園分局,68000,68000010,忠義里,15,成功路,N/A,N/A,三,N/A,N/A,N/A,18,N/A,N/A,N/A,1、2、3、4,434,24.997723,121.325417,N/A
和發LaVie社區大樓,桃園分局,68000,68000010,信光里,14,N/A,N/A,大連二街,N/A,N/A,N/A,N/A,111,N/A,N/A,N/A,1、2、3,1160,25.008,121.305996,N/A
W17社區大樓,桃園分局,68000,68000010,東山里,14,N/A,N/A,安東街,N/A,N/A,N/A,N/A,17,N/A,N/A,N/A,1、2,180,24.991183,121.316381,N/A
愛在陽明社社區大樓,桃園分局,68000,68000010,南門里,1,漢中路,N/A,N/A,N/A,108,N/A,N/A,12,N/A,N/A,N/A,1、2、3,1252,24.98065,121.304308,N/A
大河戀社區大樓,桃園分局,68000,68000010,汴洲里,1,幸福路,N/A,N/A,N/A,N/A,N/A,N/A,171,N/A,N/A,N/A,1、2、3,2030,25.028027,121.29928,N/A
合輝云朵社區大樓,桃園分局,68000,68000010,中成里,11,N/A,N/A,吉安街,N/A,N/A,N/A,N/A,183,N/A,N/A,N/A,1、2、3,2013,25.003645,121.290204,N/A
合勤健康共生宅,桃園分局,68000,68000010,汴洲里,1,N/A,N/A,水岸七街,N/A,N/A,N/A,N/A,88,N/A,N/A,N/A,1、2、3,269,25.030729,121.296666,N/A
印象天裔社區大樓,桃園分局,68000,68000010,中成里,6,文中一路,N/A,N/A,N/A,N/A,N/A,N/A,268,N/A,N/A,N/A,1、2、3,862,25.001846,121.293148,N/A
中茂亞太中心大樓,桃園分局,68000,68000010,汴洲里,1,經國一路,N/A,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,1、2、3、4,1506,25.029412,121.299482,N/A
公寓,桃園分局,68000,68000010,中正里,23,N/A,N/A,法院後街,N/A,N/A,N/A,N/A,88,N/A,N/A,N/A,1,212,24.996693,121.296532,N/A
吉邑晶站,桃園分局,68000,68000010,東山里,15,春日路,N/A,N/A,N/A,N/A,N/A,N/A,41,N/A,N/A,N/A,1、2,161,24.991728,121.317453,N/A
市政潤隆社區大樓,桃園分局,68000,68000010,中正里,23,N/A,N/A,法院後街,N/A,N/A,N/A,N/A,22,N/A,N/A,N/A,1、2、3,2000,24.995528,121.296564,N/A
佳陞吉市社區大樓,桃園分局,68000,68000010,民生里,2,民生路,N/A,N/A,N/A,N/A,N/A,N/A,318,3,N/A,N/A,1、2、3,1835,24.996575,121.312455,N/A
福倉禾硯社區,桃園分局,68000,68000010,文中里,3,正光路,N/A,N/A,N/A,N/A,N/A,N/A,425,N/A,N/A,N/A,1、2、3,808,25.001146,121.293448,N/A
名軒夢享家社區大樓,桃園分局,68000,68000010,檜樂里,15,N/A,N/A,大德三街,N/A,N/A,N/A,N/A,128,N/A,N/A,N/A,1、2,3947,25.018793,121.316835,N/A
文中匯社社區大樓,桃園分局,68000,68000010,文中里,3,文中三路,N/A,N/A,N/A,N/A,N/A,N/A,63,N/A,N/A,N/A,1、2、3、4,753,24.996709,121.288678,N/A
康宸綠園道社區大樓,桃園分局,68000,68000010,寶民里,7,N/A,N/A,民富十一街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1、2,229,25.011887,121.317505,N/A
國泰水秀社社區大樓,桃園分局,68000,68000010,文中里,3,文中二路,N/A,N/A,N/A,N/A,N/A,N/A,115,N/A,N/A,N/A,1、2、3,1238,24.996386,121.289693,N/A
昭陽無限社區大樓,桃園分局,68000,68000010,中成里,6,溫州一路,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,N/A,N/A,1、2,645,25.004266,121.294785,N/A
雲世代社區大樓,桃園分局,68000,68000010,中成里,14,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,460,N/A,N/A,N/A,1、2、3、4,1330,25.002898,121.296773,N/A
公寓,桃園分局,68000,68000010,大有里,11,N/A,N/A,民有十街,N/A,N/A,N/A,N/A,71,N/A,N/A,N/A,1,304,25.010039,121.321952,N/A
璞淘元社區大樓,桃園分局,68000,68000010,汴洲里,1,幸福路,N/A,N/A,N/A,N/A,N/A,N/A,296,N/A,N/A,N/A,1、2、3,1457,25.02847,121.297941,N/A
昭陽君麗社區大樓,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光二街,N/A,181,N/A,N/A,6,N/A,N/A,N/A,1、2、3,605,24.999894,121.291484,N/A
公寓,桃園分局,68000,68000010,汴洲里,1,N/A,N/A,水岸二街,N/A,N/A,N/A,N/A,200,N/A,N/A,N/A,1、2,417,25.029205,121.296949,N/A
重久山臨溪社區大樓,桃園分局,68000,68000010,三民里,17,三民路,N/A,N/A,一,N/A,N/A,N/A,18,N/A,N/A,N/A,1、2,237,24.996769,121.322839,N/A
向陽明珠社區大樓,桃園分局,68000,68000010,中正里,23,正光路,N/A,N/A,N/A,186,N/A,N/A,51,N/A,N/A,N/A,1、2,348,24.996965,121.295247,N/A
名嘉清境社區大樓,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光二街,N/A,N/A,N/A,N/A,158,N/A,N/A,N/A,1、2、3,542,25.000212,121.292356,N/A
桃園市文昌非營利幼兒園,桃園分局,68000,68000010,信光里,10,N/A,N/A,大連二街,N/A,N/A,N/A,N/A,188,N/A,N/A,N/A,1,789,25.009345,121.30713,N/A
公寓,桃園分局,68000,68000010,文中里,2,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,985,N/A,N/A,N/A,1,302,25.007061,121.300189,N/A
忠泰幸社區大樓,桃園分局,68000,68000010,汴洲里,1,經國二路,N/A,N/A,N/A,N/A,N/A,N/A,98,1,N/A,N/A,1、2、3、4,1387,25.027533,121.298273,N/A
運動家社區大樓,桃園分局,68000,68000010,中成里,12,N/A,N/A,吉安一街,N/A,58,N/A,N/A,1,N/A,N/A,N/A,1、2、3,1075,25.005002,121.294513,N/A
易德吉荷社區大樓,桃園分局,68000,68000010,三民里,17,三民路,N/A,N/A,一,N/A,N/A,N/A,30,N/A,N/A,N/A,1、2、3,409,24.997086,121.322434,N/A
益展涵玥社區大樓,桃園分局,68000,68000010,莊敬里,21,N/A,N/A,新埔七街,N/A,N/A,N/A,N/A,195,N/A,N/A,N/A,1、2、3、4,1326,25.018896,121.30175,N/A
桃園市勞工教育大樓,桃園分局,68000,68000010,朝陽里,14,民生路,N/A,N/A,N/A,N/A,N/A,N/A,650,N/A,N/A,N/A,1、2,536,25.00284,121.309601,N/A
東門市場美食街,桃園分局,68000,68000010,東山里,10,春日路,N/A,N/A,N/A,N/A,N/A,N/A,69,N/A,N/A,N/A,1、2、3,1989,24.992623,121.31691,N/A
德友極社區大樓,桃園分局,68000,68000010,文明里,3,中華路,N/A,N/A,N/A,N/A,N/A,N/A,117,N/A,N/A,N/A,1、2、3、4,1387,24.990017,121.308411,N/A
益展不二家社區大樓,桃園分局,68000,68000010,中正里,23,N/A,N/A,廈門街,N/A,N/A,N/A,N/A,100,N/A,N/A,N/A,1、2、3、4,1095,24.994642,121.299485,N/A
合遠史丹佛社區大樓,桃園分局,68000,68000010,中成里,17,N/A,N/A,正光二街,N/A,N/A,N/A,N/A,69,N/A,N/A,N/A,1、2、3,1335,25.000367,121.295986,N/A
光語澍社區大樓,桃園分局,68000,68000010,中信里,29,N/A,N/A,國信街,N/A,N/A,N/A,N/A,115,1,N/A,N/A,1、2,908,24.993999,121.285667,N/A
幸福匯社區大樓,桃園分局,68000,68000010,汴洲里,2,幸福路,N/A,N/A,N/A,N/A,N/A,N/A,76,N/A,N/A,N/A,1、2、3、4,2838,25.028683,121.302435,N/A
公寓,桃園分局,68000,68000010,中德里,15,桃德路,N/A,N/A,N/A,39,N/A,N/A,70,N/A,N/A,N/A,1,745,24.965822,121.292849,N/A
水逸秀軒社區大樓,桃園分局,68000,68000010,文中里,3,文中三路,N/A,N/A,N/A,N/A,N/A,N/A,126,N/A,N/A,N/A,1、2、3,627,24.997099,121.288584,N/A
臺灣桃園地方法院,桃園分局,68000,68000010,中埔里,6,正光路,N/A,N/A,N/A,N/A,N/A,N/A,888,N/A,N/A,N/A,1、2,10577,25.00618,121.28841,N/A
京澄無為大方無隅社區大樓,桃園分局,68000,68000010,文中里,3,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,885,N/A,N/A,N/A,1、2、3,816,25.000746,121.291111,N/A
濟弘皇璽社區大樓,桃園分局,68000,68000010,西門里,6,民族路,N/A,N/A,N/A,N/A,N/A,N/A,199,6,N/A,N/A,1、2、3,2611,24.994524,121.307741,N/A
美樂地社區大樓,桃園分局,68000,68000010,東門里,5,N/A,N/A,朝陽街,一,N/A,N/A,N/A,97,N/A,N/A,N/A,1、2、3、4,227,24.99522,121.313798,N/A
利百代股份有限公司,桃園分局,68000,68000010,大樹里,5,大誠路,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,1923,24.981712,121.319927,N/A
永安醴社區大樓,桃園分局,68000,68000010,永安里,6,長春路,N/A,N/A,N/A,N/A,N/A,N/A,38,N/A,N/A,N/A,1、2、3,1314,25.000824,121.305848,N/A
天鑽社區大樓,桃園分局,68000,68000010,三元里,4,大有路,N/A,N/A,N/A,N/A,N/A,N/A,166,1,N/A,N/A,1、2、3,1532,25.007255,121.321059,N/A
昭揚君鼎社區大樓,桃園分局,68000,68000010,龍鳳里,10,N/A,N/A,國豐三街,N/A,N/A,N/A,N/A,71,N/A,N/A,N/A,1、2、3,1033,24.989092,121.279422,N/A
嘉仕特飯店,桃園分局,68000,68000010,文昌里,6,中山路,N/A,N/A,N/A,N/A,N/A,N/A,203,N/A,N/A,N/A,1、2,202,24.992922,121.308239,N/A
合雄首璽社區大樓,桃園分局,68000,68000010,大有里,14,大有路,N/A,N/A,N/A,N/A,N/A,N/A,461,N/A,N/A,N/A,1、2、3,1644,25.008556,121.320466,N/A
公寓,桃園分局,68000,68000010,北門里,3,N/A,N/A,正康二街,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1,164,25.000067,121.309546,N/A
新捷市社區大樓,桃園分局,68000,68000010,龍壽里,14,N/A,N/A,龍城一街,N/A,N/A,N/A,N/A,79,N/A,N/A,N/A,1、2、3,3440,24.983047,121.272559,N/A
合新讀樂樂社區大樓,桃園分局,68000,68000010,文中里,3,文中二路,N/A,N/A,N/A,N/A,N/A,N/A,21,2,N/A,N/A,1、2、3、4,1036,24.996512,121.289149,N/A
慈文國中,桃園分局,68000,68000010,慈文里,16,中正路,N/A,N/A,N/A,N/A,N/A,N/A,835,N/A,N/A,N/A,1,701,25.00944,121.301636,N/A
世中心社區大樓,桃園分局,68000,68000010,永興里,4,永安路,N/A,N/A,N/A,N/A,N/A,N/A,72,N/A,N/A,N/A,1、2、3,1289,24.996443,121.308722,N/A
京澄園朗社區大樓,桃園分局,68000,68000010,文中里,3,文中三路,N/A,N/A,N/A,N/A,N/A,N/A,183,N/A,N/A,N/A,1、2、3,682,24.999866,121.288651,N/A
公寓,桃園分局,68000,68000010,朝陽里,7,N/A,N/A,鎮三街,N/A,N/A,N/A,N/A,25,N/A,N/A,N/A,1,248,24.999598,121.313429,N/A
公寓,桃園分局,68000,68000010,中正里,25,忠一路,N/A,N/A,N/A,N/A,N/A,N/A,166,N/A,N/A,N/A,1、2、3,904,24.995571,121.298662,N/A
中路二號社會住宅,桃園分局,68000,68000010,中成里,17,力行路,N/A,N/A,N/A,288,N/A,N/A,1,N/A,N/A,N/A,1、2、3,1703,24.999636,121.297095,N/A
展昇奧斯卡社區大樓,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光二街,N/A,229,N/A,N/A,8,N/A,N/A,N/A,1、2、3,1088,24.999529,121.290313,N/A
何嘉仁藝文分校,桃園分局,68000,68000010,同德里,15,N/A,N/A,中埔一街,N/A,88,N/A,N/A,8,N/A,N/A,N/A,1、2,428,25.014184,121.297165,N/A
合遠康乃爾社區大樓,桃園分局,68000,68000010,中成里,17,力行路,N/A,N/A,N/A,328,N/A,N/A,21,N/A,N/A,N/A,1、2、3,1335,24.999536,121.296598,N/A
京懋一號社區大樓,桃園分局,68000,68000010,中成里,17,正光路,N/A,N/A,N/A,N/A,N/A,N/A,318,N/A,N/A,N/A,1、2、3,2852,24.998533,121.295599,N/A
上善若水社區大樓,桃園分局,68000,68000010,文中里,3,慈文路,N/A,N/A,N/A,N/A,N/A,N/A,865,N/A,N/A,N/A,1、2、3,885,25.006379,121.301119,N/A
荷泰建設,桃園分局,68000,68000010,長德里,11,N/A,N/A,中正五街,N/A,N/A,N/A,N/A,230,N/A,N/A,N/A,1,166,25.00359,121.301269,N/A
合陽合仰社區大樓,桃園分局,68000,68000010,中成里,14,慈文路,N/A,N/A,N/A,468,N/A,N/A,9,N/A,N/A,N/A,1、2、3、4,1157,25.002739,121.295711,N/A
和頌長照機構,桃園分局,68000,68000010,南門里,32,建國路,N/A,N/A,N/A,N/A,N/A,N/A,313,N/A,N/A,N/A,1、2,463,24.984745,121.304943,N/A
蒔樂產後護理之家 ,桃園分局,68000,68000010,文中里,3,N/A,N/A,正光二街,N/A,N/A,N/A,N/A,188,N/A,N/A,N/A,1、2、3,323,25.000028,121.291384,N/A
經國翫社區大樓,桃園分局,68000,68000010,新埔里,1,經國路,N/A,N/A,N/A,198,N/A,N/A,27,5,N/A,N/A,1、2,4105,25.016474,121.306915,N/A
唯樂之丘社區大樓,桃園分局,68000,68000010,文中里,3,文中三路,N/A,N/A,N/A,N/A,N/A,N/A,86,N/A,N/A,N/A,1、2、3、4,2233,24.997729,121.288684,N/A
璞樂社區大樓,桃園分局,68000,68000010,中興里,25,N/A,N/A,保定三街,N/A,89,N/A,N/A,69,N/A,N/A,N/A,1、2、3,1366,24.996551,121.298114,N/A
松下建康生活產業,桃園分局,68000,68000010,龍山里,1,N/A,N/A,龍壽街,N/A,N/A,N/A,N/A,336,N/A,N/A,N/A,1,1547,24.989451,121.267481,N/A
和發天鑽社區大樓,桃園分局,68000,68000010,三元里,14,大有路,N/A,N/A,N/A,N/A,N/A,N/A,172,N/A,N/A,N/A,1,1532,25.007415,121.3209,N/A
合勤鼎盛天下社區,桃園分局,68000,68000010,中泰里,10,N/A,N/A,國聖五街,N/A,N/A,N/A,N/A,8,N/A,N/A,N/A,1、2,450,24.987767,121.287242,N/A
大吾疆寶琚社區大樓,桃園分局,68000,68000010,中正里,22,力行路,N/A,N/A,N/A,469,N/A,N/A,59,N/A,N/A,N/A,1、2、3、4,991,24.997177,121.294283,N/A
禮白賞社區大樓,桃園分局,68000,68000010,同安里,15,N/A,N/A,新埔八街,N/A,N/A,N/A,N/A,82,N/A,N/A,N/A,1、2、3,1172,25.021011,121.298637,N/A
名鑄社區大樓,桃園分局,68000,68000010,福元里,6,N/A,N/A,民富二街,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1、2,2793,25.005706,121.319828,N/A
美術花園社區大樓,桃園分局,68000,68000010,中成里,11,大興西路,N/A,N/A,三,N/A,N/A,N/A,268,N/A,N/A,N/A,1、2、3,2983,25.004312,121.289878,N/A
公寓,桃園分局,68000,68000010,文明里,3,中華路,N/A,N/A,N/A,121,N/A,N/A,39,N/A,N/A,N/A,1、2,272,24.989499,121.307961,N/A
高柏科技股份有限公司,桃園分局,68000,68000010,大林里,6,大仁路,N/A,N/A,N/A,50,N/A,N/A,12,N/A,N/A,N/A,1,491,24.972355,121.322145,N/A
明築向陽社區,桃園分局,68000,68000010,中正里,23,正光路,N/A,N/A,N/A,186,N/A,N/A,93,N/A,N/A,N/A,1、2、3、4,873,24.997076,121.296634,N/A
桃園市桃園區龍山國民小學,桃園分局,68000,68000010,龍壽里,3,N/A,N/A,龍泉二街,N/A,N/A,N/A,N/A,36,N/A,N/A,N/A,1,1000,24.980932,121.270716,N/A
中央公園社區大樓,桃園分局,68000,68000010,中成里,6,溫州一路,N/A,N/A,N/A,N/A,N/A,N/A,298,N/A,N/A,N/A,1、2、3,1223,25.002353,121.28969,N/A
昭陽君匯社區大樓,桃園分局,68000,68000010,中正里,22,文中一路,N/A,N/A,N/A,N/A,N/A,N/A,166,N/A,N/A,N/A,1、2、3,496,24.99931,121.29384,N/A
寶程有限公司,桃園分局,68000,68000010,南門里,8,建國路,N/A,N/A,N/A,348,N/A,N/A,27,N/A,N/A,N/A,1,478,24.98514,121.302675,N/A
智?,桃園分局,68000,68000010,三元里,3,民光東路,N/A,N/A,N/A,43,N/A,N/A,29,N/A,N/A,N/A,1、2、3,924,25.007946,121.322137,N/A
中島美家社區大樓,桃園分局,68000,68000010,中正里,23,正光路,N/A,N/A,N/A,86,N/A,N/A,18,N/A,N/A,N/A,1、2、3、4,736,24.99495,121.295886,N/A
桃園市政府警察局交通警察大隊,桃園分局,68000,68000010,汴洲里,1,經國路,N/A,N/A,N/A,N/A,N/A,N/A,799,N/A,N/A,N/A,1、2,259,25.027905,121.300512,N/A
瑞御首席社區大樓,桃園分局,68000,68000010,寶慶里,19,N/A,N/A,中埔一街,N/A,N/A,N/A,N/A,121,N/A,N/A,N/A,1、2、3,619,25.014264,121.295374,N/A
桃園區寶興市民活動中心,桃園分局,68000,68000010,寶山里,14,N/A,N/A,民有三街,N/A,N/A,N/A,N/A,501,N/A,N/A,N/A,1,956,25.012655,121.313799,N/A
公寓,桃園分局,68000,68000010,文中里,3,文中一路,N/A,N/A,N/A,213,N/A,N/A,13,N/A,N/A,N/A,1,270,25.000172,121.293175,N/A
桃園國民運動中心,桃園分局,68000,68000010,三民里,11,中山東路,N/A,N/A,N/A,N/A,N/A,N/A,233,N/A,N/A,N/A,1、2,1227,24.99804,121.320874,N/A
璟都柏悅社區大樓,桃園分局,68000,68000010,中埔里,1,N/A,N/A,吉安一街,N/A,N/A,N/A,N/A,181,N/A,N/A,N/A,1、2、3、4,2024,25.006523,121.290076,N/A
京懋會社區大樓,桃園分局,68000,68000010,同安里,26,中正路,N/A,N/A,N/A,N/A,N/A,N/A,1048,N/A,N/A,N/A,1、2、3、4,828,25.014131,121.299767,N/A
京彩社區大樓,桃園分局,68000,68000010,南埔里,8,N/A,N/A,吉安一街,N/A,N/A,N/A,N/A,118,N/A,N/A,N/A,1,102,25.005939,121.29247,N/A
藝文森活社區大樓,桃園分局,68000,68000010,明德里,5,N/A,N/A,中埔六街,N/A,196,N/A,N/A,42,N/A,N/A,N/A,1,81,25.019969,121.295845,N/A
正洸股份有限公司,桃園分局,68000,68000010,大樹里,5,建國東路,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,1,577,24.985993,121.321622,N/A
桃園市桃園區成功國民小學,桃園分局,68000,68000010,永興里,14,三民路,N/A,N/A,三,N/A,N/A,N/A,22,N/A,N/A,N/A,1,1365,24.998276,121.307092,N/A
君邑富疆社區大樓,桃園分局,68000,68000010,中正里,23,文中東路,N/A,N/A,N/A,N/A,N/A,N/A,81,N/A,N/A,N/A,1、2、3、4,1295,24.996033,121.296547,N/A
公寓,桃園分局,68000,68000010,中正里,22,文中路,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,1、2、3,3097,24.995634,121.294575,N/A
晴悅社區大樓,桃園分局,68000,68000010,中正里,23,力行路,N/A,N/A,N/A,385,N/A,N/A,96,N/A,N/A,N/A,1、2、3,761,24.996594,121.296778,N/A
尊暘安社區大樓,桃園分局,68000,68000010,汴洲里,1,N/A,N/A,水岸三街,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,1、2,263,25.029675,121.296672,N/A
衛生福利部桃園醫院,桃園分局,68000,68000010,龍山里,8,中山路,N/A,N/A,N/A,N/A,N/A,N/A,1492,N/A,N/A,N/A,1,1195,24.978186,121.268588,N/A
鴻灃ART社區,桃園分局,68000,68000010,同安里,3,N/A,N/A,新埔三街,N/A,38,N/A,N/A,16,N/A,N/A,N/A,1、2、3,1693,25.011274,121.303875,N/A
禮享城,桃園分局,68000,68000010,龍壽里,14,N/A,N/A,大慶街,N/A,N/A,N/A,N/A,350,N/A,N/A,N/A,1、2、3,2164,24.98338,121.273169,N/A
昭揚家社區,桃園分局,68000,68000010,龍安里,10,N/A,N/A,國強一街,N/A,N/A,N/A,N/A,458,N/A,N/A,N/A,1、2,2748,24.990613,121.278247,N/A
鴻竹微風社區,桃園分局,68000,68000010,龍祥里,11,中山路,N/A,N/A,N/A,1308,N/A,N/A,369,N/A,N/A,N/A,1、2、3,1699,24.985987,121.274014,N/A
涵玥社區,桃園分局,68000,68000010,莊敬里,8,N/A,N/A,同安街,N/A,N/A,N/A,N/A,558,N/A,N/A,N/A,1,251,25.022117,121.299066,N/A
竹城祥鶴社區,桃園分局,68000,68000010,汴洲里,1,N/A,N/A,水岸二街,N/A,N/A,N/A,N/A,98,N/A,N/A,N/A,1、2、3,627,25.027379,121.298679,N/A
旭田,桃園分局,68000,68000010,朝陽里,5,N/A,N/A,朝陽街,N/A,N/A,N/A,N/A,96,N/A,N/A,N/A,1、2,162,24.998695,121.313273,N/A
市府采舍社區,桃園分局,68000,68000010,中正里,23,正光路,N/A,N/A,N/A,86,N/A,N/A,15,N/A,N/A,N/A,1、2、3,1300,24.99495,121.295886,N/A
慈文里里長服務處,桃園分局,68000,68000010,慈文里,1,永安路,N/A,N/A,N/A,N/A,N/A,N/A,495,N/A,N/A,N/A,1,149,25.00342,121.296817,N/A
自遊人日上社區,桃園分局,68000,68000010,汴洲里,1,經國一路,N/A,N/A,N/A,N/A,N/A,N/A,150,N/A,N/A,N/A,1、2、3、4,1438,25.030482,121.299569,N/A
合展好市社區,桃園分局,68000,68000010,文中里,3,文中三路,N/A,N/A,N/A,N/A,N/A,N/A,131,N/A,N/A,N/A,1、2、3、4,914,24.99897,121.288945,N/A
公寓,桃園分局,68000,68000010,汴洲里,1,經國二路,N/A,N/A,N/A,N/A,N/A,N/A,36,N/A,N/A,N/A,1、2、3,593,25.029234,121.298331,N/A
公寓,桃園分局,68000,68000010,文化里,6,中華路,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,1、2、3、4,2904,24.990826,121.310148,N/A
格林公園社區,桃園分局,68000,68000010,中正里,22,力行路,N/A,N/A,N/A,469,N/A,N/A,52,N/A,N/A,N/A,1、2、3、4,801,24.997604,121.294232,N/A
公寓,桃園分局,68000,68000010,成功里,19,N/A,N/A,園二街,N/A,N/A,N/A,N/A,158,N/A,N/A,N/A,1、2、3,326,24.99827,121.317584,N/A
景上苑 紳鄰,桃園分局,68000,68000010,中興里,13,力行路,N/A,N/A,N/A,N/A,N/A,N/A,337,N/A,N/A,N/A,1、2、3,1039,24.99865,121.297705,N/A
賓爵生活家社區,桃園分局,68000,68000010,汴洲里,21,春日路,N/A,N/A,N/A,N/A,N/A,N/A,1615,N/A,N/A,N/A,1、2,267,25.025334,121.306009,N/A
公寓,桃園分局,68000,68000010,新埔里,2,經國路,N/A,N/A,N/A,N/A,N/A,N/A,413,N/A,N/A,N/A,1、2,313,25.017833,121.304796,N/A
永聆靚心社區,桃園分局,68000,68000010,雲林里,26,建國路,N/A,N/A,N/A,61,N/A,N/A,68,N/A,N/A,N/A,1、2,520,24.987652,121.320576,N/A
東驊飛飛想社區,桃園分局,68000,68000010,福林里,23,介壽路,N/A,N/A,N/A,495,N/A,N/A,61,N/A,N/A,N/A,1、2、3,2660,24.976927,121.304901,N/A
竹城昭和,桃園分局,68000,68000010,同德里,14,N/A,N/A,中埔五街,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,1、2,439,25.014037,121.298423,N/A
桃園區農會(會稽分部),桃園分局,68000,68000010,春日里,2,春日路,N/A,N/A,N/A,N/A,N/A,N/A,1038,N/A,N/A,N/A,1、2,525,25.019118,121.308706,N/A
運泰電機有限公司,桃園分局,68000,68000010,大林里,6,大仁路,N/A,N/A,N/A,50,N/A,N/A,101,N/A,N/A,N/A,1,555,24.971916,121.319827,N/A
鴻竹微笑社區,桃園分局,68000,68000010,龍祥里,11,中山路,N/A,N/A,N/A,1308,N/A,N/A,330,N/A,N/A,N/A,1、2,768,24.986794,121.274439,N/A
合輝雲門社區,桃園分局,68000,68000010,同安里,15,N/A,N/A,新埔八街,N/A,N/A,N/A,N/A,70,N/A,N/A,N/A,1、2、3,1061,25.020757,121.298903,N/A
麗捷new1社區,桃園分局,68000,68000010,東山里,15,春日路,N/A,N/A,N/A,N/A,N/A,N/A,77,N/A,N/A,N/A,1、2、3、4,681,24.993073,121.316866,N/A
昭陽越社區,桃園分局,68000,68000010,中正里,24,N/A,N/A,保定三街,N/A,N/A,N/A,N/A,91,N/A,N/A,N/A,1、2、3,1271,24.997765,121.298064,N/A
